case_id,category,source,url,expected_label,expected_malicious,api_mode,status,http_status,verdict,predicted_positive,predicted_danger,outcome,score,final_url,elapsed_seconds,pipeline_total_seconds,normalize_seconds,unchain_seconds,threat_db_seconds,domain_heuristic_seconds,content_analysis_seconds,gsb_checked,gsb_threat,gsb_error,urlhaus_checked,urlhaus_threat,urlhaus_match_type,urlhaus_error,domain_score,domain_signals,content_fetched,content_score,content_signals,content_error,content_status_code,ai_verdict,ai_error,ai_model,ai_prompt_tokens,ai_completion_tokens,ai_total_tokens,failed_at_stage,failure_error_code,failure_status_code,failure_error,no_verdict_reason,error
openphish_062,openphish_malicious,OpenPhish,http://roblox.com.bn/communities/566621363410/RedFieryBlaze,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://roblox.com.bn/communities/566621363410/RedFieryBlaze,6.126376,6.118785,0.000332,2.77852,0.159568,0.222642,3.116612,True,False,,True,False,,,30,BRAND_IN_URL,True,31,,,200,suspicious,,gpt-4o-mini,819,32,851,,,,,,
openphish_063,openphish_malicious,OpenPhish,https://s4w.in/roblox-com-users-328195390493-profile,malicious,true,db_dependent,success,200,caution,true,false,TP,51,https://www.robiox.com.py/users/328195390493/profile,5.890657,5.884196,0.000253,2.862102,0.186859,0.627483,2.393659,True,False,,True,False,,,15,REDIRECT_CROSS_ORIGIN,True,36,EXTERNAL_LINK_OVERUSE,,200,suspicious,,gpt-4o-mini,821,33,854,,,,,,
openphish_068,openphish_malicious,OpenPhish,http://sp5ct6-qravlor-biz-slurnik-framvor.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-qravlor-biz-slurnik-framvor.pages.dev/,0.568840,0.561716,0.000314,0.153231,0.143138,0.407145,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_069,openphish_malicious,OpenPhish,http://sp10ct6-zarnex-biz-fralvik-qortem.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp10ct6-zarnex-biz-fralvik-qortem.pages.dev/,0.551532,0.544492,0.00021,0.160216,0.173694,0.383143,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_070,openphish_malicious,OpenPhish,http://sp10ct6-vrontek-biz-slarnix-framor.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp10ct6-vrontek-biz-slarnix-framor.pages.dev/,0.538118,0.531353,0.000211,0.109003,0.189703,0.421267,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_071,openphish_malicious,OpenPhish,http://sp5ct6-plamnik-biz-glortex-dravtor.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-plamnik-biz-glortex-dravtor.pages.dev/,0.508536,0.502515,0.00025,0.134802,0.151184,0.36663,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_073,openphish_malicious,OpenPhish,https://sp5ct6-slarnik-biz-vroltor-framtex.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,71,https://sp5ct6-slarnik-biz-vroltor-framtex.pages.dev/,0.474810,0.469061,0.000228,0.106049,0.161284,0.362191,,True,False,,True,False,,,71,HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_074,openphish_malicious,OpenPhish,http://sp5ct6-framnik-biz-plaqtor-glortex.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-framnik-biz-plaqtor-glortex.pages.dev/,0.564951,0.557858,0.000241,0.180026,0.173636,0.376651,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_067,openphish_malicious,OpenPhish,http://pdf30-p-fi13.5676hygh5ghg.workers.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://pdf30-p-fi13.5676hygh5ghg.workers.dev/,4.402426,4.396684,0.000308,0.643111,0.174904,3.752449,,True,False,,True,False,,,80,NO_HTTPS|HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_072,openphish_malicious,OpenPhish,https://nul-01a.github.io/invest-fix,malicious,true,db_dependent,success,200,danger,true,true,TP,90,https://www.wearetogetda.net,2.030569,2.024662,0.000349,0.526893,0.158067,0.001188,1.338536,True,False,,True,False,,,40,NEW_DOMAIN|REDIRECT_CROSS_ORIGIN,True,50,EXTERNAL_LINK_OVERUSE,,200,phishing,,gpt-4o-mini,896,27,923,,,,,,
openphish_076,openphish_malicious,OpenPhish,http://sp5ct6-plaqtex-biz-dravlor-sluntik.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-plaqtex-biz-dravlor-sluntik.pages.dev/,0.778655,0.77283,0.000194,0.104913,0.167877,0.667188,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_077,openphish_malicious,OpenPhish,https://make-bet365.com.cn/,malicious,true,db_dependent,failed,200,,false,false,ERROR,,https://make-bet365.com.cn/,4.216847,4.212637,0.000154,0.45863,0.18738,3.752583,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,,페이지에 연결할 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지에 연결할 수 없습니다.
openphish_079,openphish_malicious,OpenPhish,https://17402.xyz/,malicious,true,db_dependent,success,200,caution,true,false,TP,50,https://17402.xyz/,0.194791,0.190892,0.000162,0.042142,0.147648,0.006438,,True,False,,True,False,,,50,SUSPICIOUS_TLD|NEW_DOMAIN,False,0,FETCH_FAILED,page_unavailable,,,,,,,,,,,,,
openphish_075,openphish_malicious,OpenPhish,https://emamazumder.github.io/Amazon-Clone-Website,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://emamazumder.github.io/Amazon-Clone-Website/,5.227241,5.222203,0.000282,0.390159,0.181901,3.753564,1.077506,True,False,,True,False,,,75,HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE,True,31,,,200,suspicious,,gpt-4o-mini,798,26,824,,,,,,
openphish_080,openphish_malicious,OpenPhish,http://sp5ct6-fraltek-biz-glarnor-vraqnik.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-fraltek-biz-glarnor-vraqnik.pages.dev/,0.784210,0.780052,0.000216,0.126422,0.139404,0.652733,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_082,openphish_malicious,OpenPhish,https://www.roblox.et/communities/8419765658/unset,malicious,true,db_dependent,failed,200,,false,false,ERROR,,https://www.roblox.et/communities/8419765658/unset,1.573595,1.568615,0.000369,1.401997,0.14655,0.165302,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,404,페이지를 찾을 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지를 찾을 수 없습니다.
openphish_078,openphish_malicious,OpenPhish,https://acc.partner-credit-submission.com/__;!!bt8rzum9aw!5t7lf5li5nfedhsbbwoxmqglod6rtyiw990oxsxmvhunjfwsu0puc68sspi7_9ct2vdnylpffqacoxaj$/,malicious,true,db_dependent,success,200,danger,true,true,TP,92,https://acc.partner-credit-submission.com/__;!!bt8rzum9aw!5t7lf5li5nfedhsbbwoxmqglod6rtyiw990oxsxmvhunjfwsu0puc68sspi7_9ct2vdnylpffqacoxaj$,7.062384,7.054643,0.000296,1.598921,0.155789,3.753023,1.701502,True,False,,True,False,,,51,HYPHEN_OVERUSE|DGA_LIKE,True,41,LOGO_ALT_IMPERSONATION,,200,suspicious,,gpt-4o-mini,1015,31,1046,,,,,,
openphish_081,openphish_malicious,OpenPhish,https://itsuppports.com/?r=29f30695-002d-440b-984a-a10eebd02ce2&rg=eu,malicious,true,db_dependent,success,200,caution,true,false,TP,45,https://itsuppports.com/?r=29f30695-002d-440b-984a-a10eebd02ce2&rg=eu,3.359719,3.35534,0.000289,0.87811,0.144084,0.579982,1.896403,True,False,,True,False,,,,,True,45,,,200,phishing,,gpt-4o-mini,840,30,870,,,,,,
openphish_083,openphish_malicious,OpenPhish,http://www.1775ooooo.com/,malicious,true,db_dependent,success,200,caution,true,false,TP,51,http://www.1775ooooo.com/,1.846262,1.840448,0.000302,0.257061,0.165641,0.621251,0.961199,True,False,,True,False,,,20,NO_HTTPS,True,31,,,200,suspicious,,gpt-4o-mini,696,26,722,,,,,,
openphish_086,openphish_malicious,OpenPhish,https://above-directly-entity-revolution.trycloudflare.com/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://above-directly-entity-revolution.trycloudflare.com/,0.202773,0.195972,0.000221,0.01317,0.180639,0.181172,,True,True,,True,False,,,,,False,0,FETCH_FAILED,page_unavailable,,,,,,,,,,,,,
openphish_085,openphish_malicious,OpenPhish,http://email.securebankinggroup.eu/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,malicious,true,db_dependent,success,200,danger,true,true,TP,100,http://email.securebankinggroup.eu/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,2.541958,2.535712,0.000389,0.58893,0.171577,0.170838,1.77435,True,False,,True,False,,,80,NO_HTTPS|BRAND_IN_URL|DGA_LIKE,True,100,BRAND_IMPERSONATION_FORM|META_REFRESH,,200,phishing,,gpt-4o-mini,936,26,962,,,,,,
openphish_084,openphish_malicious,OpenPhish,http://email.securebankinggroup.eu/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,malicious,true,db_dependent,success,200,danger,true,true,TP,100,http://email.securebankinggroup.eu/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,3.206615,3.200261,0.000277,0.616132,0.178906,0.178343,2.404356,True,False,,True,False,,,80,NO_HTTPS|BRAND_IN_URL|DGA_LIKE,True,45,,,200,phishing,,gpt-4o-mini,922,33,955,,,,,,
openphish_088,openphish_malicious,OpenPhish,https://www.roblox.com.bn/games/132290125653678/Steal-Kyan?privateServerLinkCode=32521013251177191579040166837938&game_id=132290125653678&game_name=Steal-Kyan,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://www.roblox.com.bn/games/132290125653678/Steal-Kyan?privateServerLinkCode=32521013251177191579040166837938&game_id=132290125653678&game_name=Steal-Kyan,5.938118,5.932793,0.000244,2.176079,0.154146,0.171912,3.583841,True,False,,True,False,,,30,BRAND_IN_URL,True,31,,,200,suspicious,,gpt-4o-mini,869,32,901,,,,,,
openphish_087,openphish_malicious,OpenPhish,https://www.roblox.com.bi/games/5404622265/Teen-Titans-Tycoon?privateServerLinkCode=35976373059471016383959043181064&game_id=5404622265&game_name=Teen-Titans-Tycoon,malicious,true,db_dependent,success,200,caution,true,false,TP,45,https://www.roblox.com.bi/games/5404622265/Teen-Titans-Tycoon?privateServerLinkCode=35976373059471016383959043181064&game_id=5404622265&game_name=Teen-Titans-Tycoon,12.335695,12.327482,0.000371,4.001088,0.178218,0.321642,8.002151,True,False,,True,False,,,30,BRAND_IN_URL,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_089,openphish_malicious,OpenPhish,http://www.qr.codes/UDpCqT/,malicious,true,db_dependent,failed,200,,false,false,ERROR,,http://www.qr.codes/UDpCqT/,12.025129,12.019111,0.000432,4.00129,5.001171,3.752241,3.013042,,,,,,,,,,,,,,,,,,,,,content_analysis,PAGE_UNAVAILABLE,,페이지 응답 시간이 초과되었습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지 응답 시간이 초과되었습니다.
openphish_090,openphish_malicious,OpenPhish,https://coversmine.weebly.com/blog/wwe-2k-battlegrounds-caw,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://coversmine.weebly.com/blog/wwe-2k-battlegrounds-caw,17.014855,17.008005,0.000412,4.001004,5.00139,0.006481,8.000425,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_091,openphish_malicious,OpenPhish,http://prime-memebrship.su/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,http://prime-memebrship.su/,17.014639,17.008649,0.000349,4.000861,5.001883,3.75285,8.001447,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_092,openphish_malicious,OpenPhish,http://apple-clone-flame.vercel.app/,malicious,true,db_dependent,success,200,safe,false,false,FN,,http://apple-clone-flame.vercel.app/,16.438824,16.433877,0.000235,4.000802,5.002317,3.752757,7.425654,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,0,FETCH_FAILED,unexpected_redirect,308,,,,,,,,,,,,
openphish_095,openphish_malicious,OpenPhish,http://sp5ct6-tramtek-biz-vraqnix-slarnor.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp5ct6-tramtek-biz-vraqnix-slarnor.pages.dev/,0.862557,0.85786,0.00023,0.138373,0.144249,0.718848,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_096,openphish_malicious,OpenPhish,http://helps-live-apps-login.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://helps-live-apps-login.pages.dev/,0.535325,0.5313,0.000228,0.146205,0.154176,0.384254,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|SENSITIVE_PATH|BRAND_IN_URL|FREE_HOSTING_LURE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_094,openphish_malicious,OpenPhish,http://eu.webservices.asia/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,malicious,true,db_dependent,success,200,danger,true,true,TP,100,http://eu.webservices.asia/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,3.637343,3.63187,0.000375,1.63792,0.174107,0.001669,1.818654,True,False,,True,False,,,20,NO_HTTPS,True,100,BRAND_IMPERSONATION_FORM|META_REFRESH,,200,phishing,,gpt-4o-mini,922,27,949,,,,,,
openphish_093,openphish_malicious,OpenPhish,http://eu.webservices.asia/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,malicious,true,db_dependent,success,200,caution,true,false,TP,51,http://eu.webservices.asia/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,9.238640,9.231757,0.000479,4.001242,1.984837,0.000923,3.243921,True,False,,True,False,,,20,NO_HTTPS,True,31,,,200,suspicious,,gpt-4o-mini,908,31,939,,,,,,
openphish_099,openphish_malicious,OpenPhish,https://makeredto.org/wp-content/themes/help/hard_88390993993/ups/indexbill.php/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://makeredto.org/wp-content/themes/help/hard_88390993993/ups/indexbill.php/,0.528648,0.52184,0.0003,0.365096,0.154553,0.155279,5e-05,True,True,,True,False,,,,,False,0,SKIPPED_ALREADY_DANGER,skipped_already_danger,,,,,,,,,,,,,
openphish_097,openphish_malicious,OpenPhish,http://sites.google.com/view/validasbcattbelsouth/confirmation-page/,malicious,true,db_dependent,success,200,safe,false,false,FN,5,https://sites.google.com/view/validasbcattbelsouth/confirmation-page/,2.658666,2.654775,9.7e-05,0.878382,0.169114,0.003106,1.606483,True,False,,True,False,,,,,True,5,EXTERNAL_LINK_OVERUSE,,200,suspicious,,gpt-4o-mini,808,34,842,,,,,,
openphish_100,openphish_malicious,OpenPhish,https://store.communityappitem.shop/workshop/AK47-EternalDecay/,malicious,true,db_dependent,success,200,caution,true,false,TP,55,https://store.communityappitem.shop/workshop/AK47-EternalDecay/,1.077026,1.069163,0.000286,0.210657,0.182362,0.856806,,True,False,,True,False,,,55,BRAND_IN_URL|NEW_DOMAIN,False,0,FETCH_FAILED,page_unavailable,,,,,,,,,,,,,
openphish_098,openphish_malicious,OpenPhish,https://www.roblox.com.kz/users/1179291790/profile,malicious,true,db_dependent,success,200,caution,true,false,TP,45,https://www.roblox.com.kz/users/1179291790/profile,12.496937,12.493244,0.000225,4.001924,0.149766,0.489128,8.000721,True,False,,True,False,,,30,BRAND_IN_URL,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
